CLASSIFICAÇÃO;CNPJ;EMPRESA;CNPJ DATA;PORTE;COD. NATUREZA JURIDICA;CNAE;PORTARIA;DOU DATA;DESCRICAO;CAMPO;SECAO;DIVISAO;GRUPO;UF
EED;04.543.932/0001-31;SOS SALVATAGEM;06/07/2001;DEMAIS;206-2;80.20-0-02;3216;12/06/2023;Atividades de monitoramento de sistemas de segurança;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;80;80.2;RJ
EED;04.543.932/0001-31;SOS SALVATAGEM;06/07/2001;DEMAIS;206-2;82.99-7-99 ;3216;12/06/2023;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;82;82.9;RJ
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;26.22-1-00;1346;28/05/2014;Fabricação de periféricos para equipamentos de informática;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.2;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;27.40-6-01;1346;28/05/2014;Fabricação de lâmpadas e outros equipamentos de iluminação;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.4;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;27.40-6-02;1346;28/05/2014;Fabricação de lâmpadas e outros equipamentos de iluminação;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.4;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;77.39-0-99;1346;28/05/2014;Aluguel de máquinas e equipamentos não especificados anteriormente;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.3;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;71.19-7-99;1346;28/05/2014;Atividades técnicas relacionadas à arquitetura e engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;71.19-7-03;1346;28/05/2014;Atividades técnicas relacionadas à arquitetura e engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;80.20-0-01;1346;28/05/2014;Atividades de monitoramento de sistemas de segurança;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;80;80.2;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;95.11-8-00;1346;28/05/2014;Reparação e manutenção de computadores e de equipamentos periféricos;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;26.51-5-00;1346;28/05/2014;Fabricação de aparelhos e equipamentos de medida, teste e controle;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.5;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;27.90-2-99;1346;28/05/2014;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.9;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;28.29-1-99;1346;28/05/2014;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.2;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;28.69-1-00;1346;28/05/2014;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.6;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;62.02-3-00;1346;28/05/2014;Desenvolvimento e licenciamento de programas de computador customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;71.12-0-00;1346;28/05/2014;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;59.933.705/0001-04;SPECTRA TEC.IND. COMERCIO DE SERVICOS DE INFORMATICA LTDA;08/12/1988;DEMAIS;206-2;71.20-1-00;1346;28/05/2014;Testes e análises técnicas;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.2;SP
EED;24.691.488/0001-09;STEFANINI RAFAEL SEGURANCA E DEFESA SA;29/04/2016;DEMAIS;205-4;62.01-5-01;4075;04/12/2020;Desenvolvimento de programas de computador sob encomenda;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;24.691.488/0001-09;STEFANINI RAFAEL SEGURANCA E DEFESA SA;29/04/2016;DEMAIS;205-4;46.51-6-01;4075;04/12/2020;Comércio atacadista de computadores, periféricos e suprimentos de informática;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.5;SP
EED;24.691.488/0001-09;STEFANINI RAFAEL SEGURANCA E DEFESA SA;29/04/2016;DEMAIS;205-4;62.02-3-00;4075;04/12/2020;Desenvolvimento e licenciamento de programas de computador customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;24.691.488/0001-09;STEFANINI RAFAEL SEGURANCA E DEFESA SA;29/04/2016;DEMAIS;205-4;62.03-1-00;4075;04/12/2020;Desenvolvimento e licenciamento de programas de computador não-customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;24.691.488/0001-09;STEFANINI RAFAEL SEGURANCA E DEFESA SA;29/04/2016;DEMAIS;205-4;62.04-0-00;4075;04/12/2020;Consultoria em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;24.691.488/0001-09;STEFANINI RAFAEL SEGURANCA E DEFESA SA;29/04/2016;DEMAIS;205-4;62.09-1-00;4075;04/12/2020;Suporte técnico, manutenção e outros serviços em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;24.691.488/0001-09;STEFANINI RAFAEL SEGURANCA E DEFESA SA;29/04/2016;DEMAIS;205-4;63.19-4-00;4075;04/12/2020;Portais, provedores de conteúdo e outros serviços de informação na internet;INFORMAÇÃO E COMUNICAÇÃO;J;63;63.1;SP
EED;24.691.488/0001-09;STEFANINI RAFAEL SEGURANCA E DEFESA SA;29/04/2016;DEMAIS;205-4;64.62-0-00;4075;04/12/2020;Holdings de instituições não-financeiras;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;SP
EED;24.691.488/0001-09;STEFANINI RAFAEL SEGURANCA E DEFESA SA;29/04/2016;DEMAIS;205-4;95.11-8-00;4075;04/12/2020;Reparação e manutenção de computadores e de equipamentos periféricos;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;SP
EED;23.401.603/0001-09;STELLA TECNOLOGIA INDUSTRIA E COMERCIO AEROSPACIAL;23/09/2015;DEMAIS;206-2;30.41-5-00;3436;19/09/2017;Fabricação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;RJ
EED;23.401.603/0001-09;STELLA TECNOLOGIA INDUSTRIA E COMERCIO AEROSPACIAL;23/09/2015;DEMAIS;206-2;47.53-9-00;3436;19/09/2017;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;RJ
EED;23.401.603/0001-09;STELLA TECNOLOGIA INDUSTRIA E COMERCIO AEROSPACIAL;23/09/2015;DEMAIS;206-2;77.19-5-02;3436;19/09/2017;Locação de meios de transporte, exceto automóveis, sem condutor;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.1;RJ
EED;01.451.864/0001-92;SUTECH ENGENHARIA LTDA;23/09/1996;DEMAIS;206-2;71.19-7-99;6133;18/12/2023;Atividades técnicas relacionadas à arquitetura e engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;RJ
EED;01.451.864/0001-92;SUTECH ENGENHARIA LTDA;23/09/1996;DEMAIS;206-2;46.69-9-99;6133;18/12/2023;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;RJ
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;25.50-1-02;1346;28/05/2014;Fabricação de equipamento bélico pesado, armas de fogo e munições;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.5;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;14.12-6-01;1346;28/05/2014;Confecção de peças do vestuário, exceto roupas íntimas;INDÚSTRIAS DE TRANSFORMAÇÃO;C;14;14.1;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;14.13-4-01;1346;28/05/2014;Confecção de roupas profissionais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;14;14.1;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;15.29-7-00;1346;28/05/2014;Fabricação de artefatos de couro não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;15;15.2;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;25.31-4-01;1346;28/05/2014;Produção de forjados de aço e de metais não-ferrosos e suas ligas;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.3;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;25.41-1-00;1346;28/05/2014;Fabricação de artigos de cutelaria;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.4;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;25.43-8-00;1346;28/05/2014;Fabricação de ferramentas;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.4;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;27.90-2-02;1346;28/05/2014;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.9;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;28.29-1-99;1346;28/05/2014;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.2;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;32.92-2-01;1346;28/05/2014;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;INDÚSTRIAS DE TRANSFORMAÇÃO;C;32;32.9;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;32.92-2-02;1346;28/05/2014;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;INDÚSTRIAS DE TRANSFORMAÇÃO;C;32;32.9;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;33.21-0-00;1346;28/05/2014;Instalação de máquinas e equipamentos industriais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.2;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;64.63-8-00;1346;28/05/2014;Outras sociedades de participação, exceto holdings;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;68.10-2-02;1346;28/05/2014;Atividades imobiliárias de imóveis próprios;ATIVIDADES IMOBILIÁRIAS;L;68;68.1;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;69.11-7-03;1346;28/05/2014;Atividades jurídicas, exceto cartórios;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;69;69.1;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;70.20-4-00;1346;28/05/2014;Atividades de consultoria em gestão empresarial;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;70;70.2;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;71.12-0-00;1346;28/05/2014;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;77.29-2-02;1346;28/05/2014;Aluguel de objetos pessoais e domésticos não especificados anteriormente;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.2;RS
EED;92.781.335/0001-02;TAURUS ARMAS SA;11/08/1966;DEMAIS;204-6;77.40-3-00;1346;28/05/2014;Gestão de ativos intangíveis não-financeiros;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.4;RS
EED;0.336.701/0001-04;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;13/11/1972;DEMAIS;203-8;61.10-8-03;4786;26/09/2023;Telecomunicações por fio;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.1;DF
EED;0.336.701/0001-04;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;13/11/1972;DEMAIS;203-8;61.30-2-00;4786;26/09/2023;Telecomunicações por satélite;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.3;DF
EED;0.336.701/0001-04;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;13/11/1972;DEMAIS;203-8;61.90-6-01 ;4786;26/09/2023;Outras atividades de telecomunicações;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.9;DF
EED;0.336.701/0001-04;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;13/11/1972;DEMAIS;203-8;61.90-6-02 ;4786;26/09/2023;Outras atividades de telecomunicações;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.9;DF
EED;0.336.701/0001-04;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;13/11/1972;DEMAIS;203-8;61.90-6-99;4786;26/09/2023;Outras atividades de telecomunicações;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.9;DF
EED;0.336.701/0001-04;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;13/11/1972;DEMAIS;203-8;62.09-1-00;4786;26/09/2023;Suporte técnico, manutenção e outros serviços em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;DF
EED;0.336.701/0001-04;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;13/11/1972;DEMAIS;203-8;63.11-9-00;4786;26/09/2023;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;INFORMAÇÃO E COMUNICAÇÃO;J;63;63.1;DF
ED;02.214.014/0001-33;TELESPAZIO BRASIL S/A;31/10/1997;DEMAIS;205-4;61.30-2-00;5575;05/12/2024;Telecomunicações por satélite;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.3;RJ
ED;02.214.014/0001-33;TELESPAZIO BRASIL S/A;31/10/1997;DEMAIS;205-4;61.90-6-99;5575;05/12/2024;Outras atividades de telecomunicações;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.9;RJ
ED;02.214.014/0001-33;TELESPAZIO BRASIL S/A;31/10/1997;DEMAIS;205-4;95.11-8-00;5575;05/12/2024;Reparação e manutenção de computadores e de equipamentos periféricos;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;RJ
ED;02.214.014/0001-33;TELESPAZIO BRASIL S/A;31/10/1997;DEMAIS;205-4;95.12-6-00;5575;05/12/2024;Reparação e manutenção de equipamentos de comunicação;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;RJ
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;26.32-9-00;1360;18/06/2015;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.3;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;25.99-3-99;1360;18/06/2015;Fabricação de produtos de metal não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.9;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;27.33-3-00 ;1360;18/06/2015;Fabricação de fios, cabos e condutores elétricos isolados;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.3;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;47.42-3-00 ;1360;18/06/2015;Comércio varejista de material elétrico;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.4;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;47.51-2-01;1360;18/06/2015;Comércio varejista especializado de equipamentos e suprimentos de informática;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;47.52-1-00;1360;18/06/2015;Comércio varejista especializado de equipamentos de telefonia e comunicação;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;61.90-6-99;1360;18/06/2015;Outras atividades de telecomunicações;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.9;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;62.02-3-00;1360;18/06/2015;Desenvolvimento e licenciamento de programas de computador customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;62.03-1-00;1360;18/06/2015;Desenvolvimento e licenciamento de programas de computador não-customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;62.04-0-00;1360;18/06/2015;Consultoria em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;RS
EED;02.820.966/0001-09;TERACOM TELEMATICA SA ;20/10/1998;DEMAIS;205-4;95.12-6-00;1360;18/06/2015;Reparação e manutenção de equipamentos de comunicação;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;RS
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;78.20-5-00;1588;16/04/2020;Locação de mão-de-obra temporária;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;78;78.2;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;25.39-0-01;1588;16/04/2020;Serviços de usinagem, solda, tratamento e revestimento em metais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.3;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;25.39-0-02;1588;16/04/2020;Serviços de usinagem, solda, tratamento e revestimento em metais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.3;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;28.40-2-00;1588;16/04/2020;Fabricação de máquinas-ferramenta;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.4;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;28.69-1-00;1588;16/04/2020;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.6;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;29.30-1-01;1588;16/04/2020;Fabricação de cabines, carrocerias e reboques para veículos automotores;INDÚSTRIAS DE TRANSFORMAÇÃO;C;29;29.3;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;29.41-7-00;1588;16/04/2020;Fabricação de peças e acessórios para o sistema motor de veículos automotores;INDÚSTRIAS DE TRANSFORMAÇÃO;C;29;29.4;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;29.45-0-00;1588;16/04/2020;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;INDÚSTRIAS DE TRANSFORMAÇÃO;C;29;29.4;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;30.42-3-00;1588;16/04/2020;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;33.12-1-02;1588;16/04/2020;Manutenção e reparação de equipamentos eletrônicos e ópticos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;33.14-7-13;1588;16/04/2020;Manutenção e reparação de máquinas e equipamentos da indústria mecânica;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;33.14-7-99;1588;16/04/2020;Manutenção e reparação de máquinas e equipamentos da indústria mecânica;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;33.21-0-00;1588;16/04/2020;Instalação de máquinas e equipamentos industriais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.2;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;46.63-0-00;1588;16/04/2020;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;46.69-9-99;1588;16/04/2020;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;62.01-5-01;1588;16/04/2020;Desenvolvimento de programas de computador sob encomenda;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;64.62-0-00;1588;16/04/2020;Holdings de instituições não-financeiras;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;64.63-8-00;1588;16/04/2020;Outras sociedades de participação, exceto holdings;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;70.20-4-00;1588;16/04/2020;Atividades de consultoria em gestão empresarial;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;70;70.2;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;71.12-0-00;1588;16/04/2020;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;71.19-7-03;1588;16/04/2020;Atividades técnicas relacionadas à arquitetura e engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;71.20-1-00;1588;16/04/2020;Testes e análises técnicas;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.2;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;72.10-0-00;1588;16/04/2020;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;72;72.1;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;74.90-1-04;1588;16/04/2020;Atividades profissionais, científicas e técnicas não especificadas anteriormente;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;74;74.9;SP
EED;19.462.710/0001-61;THRUONE ENGENHARIA LTDA;06/12/2013;EPP;206-2;85.99-6-04;1588;16/04/2020;Atividades de ensino não especificadas anteriormente;EDUCAÇÃO;P;85;85.9;SP
ED;35.490.621/0001-85;TOVIESUR QUIMICA LTDA;12/11/2019;ME;206-2;46.84-2-99;5891;15/12/2022;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.8;SP
ED;35.490.621/0001-85;TOVIESUR QUIMICA LTDA;12/11/2019;ME;206-2;13.40-5-99;5891;15/12/2022;Acabamentos em fios, tecidos e artefatos têxteis;INDÚSTRIAS DE TRANSFORMAÇÃO;C;13;13.4;SP
ED;35.490.621/0001-85;TOVIESUR QUIMICA LTDA;12/11/2019;ME;206-2;14.13-4-03;5891;15/12/2022;Confecção de roupas profissionais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;14;14.1;SP
ED;35.490.621/0001-85;TOVIESUR QUIMICA LTDA;12/11/2019;ME;206-2;46.45-1-01 ;5891;15/12/2022;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.4;SP
